coub,sex,edu_lfs,occ_1d,occ_other,skill_occ,overqualified,oecd,regionb,oecdb,fborn,number
ABW,1,1,,USA_35,2,99,1,SCAC,0,1,57
ABW,1,1,,USA_37,2,99,1,SCAC,0,1,18
ABW,1,1,,USA_41,2,99,1,SCAC,0,1,114
ABW,1,1,,USA_43,2,99,1,SCAC,0,1,25
ABW,1,1,,USA_45,2,99,1,SCAC,0,1,3
ABW,1,1,,USA_47,2,99,1,SCAC,0,1,76
ABW,1,1,,USA_49,2,99,1,SCAC,0,1,13
ABW,1,1,,USA_51,2,99,1,SCAC,0,1,75
ABW,1,1,,USA_53,2,99,1,SCAC,0,1,55
ABW,1,2,2,,3,99,1,SCAC,0,1,69
ABW,1,2,3,,3,99,1,SCAC,0,1,480
ABW,1,2,4,,2,99,1,SCAC,0,1,10
ABW,1,2,,USA_11,3,99,1,SCAC,0,1,437
ABW,1,2,,USA_13,3,99,1,SCAC,0,1,158
ABW,1,2,,USA_15,3,99,1,SCAC,0,1,43
ABW,1,2,,USA_17,3,99,1,SCAC,0,1,79
ABW,1,2,,USA_19,3,99,1,SCAC,0,1,106
ABW,1,2,,USA_21,3,99,1,SCAC,0,1,30
ABW,1,2,,USA_25,3,99,1,SCAC,0,1,24
ABW,1,2,,USA_27,3,99,1,SCAC,0,1,65
ABW,1,2,,USA_31,2,99,1,SCAC,0,1,182
ABW,1,2,,USA_37,2,99,1,SCAC,0,1,103
ABW,1,2,,USA_39,2,99,1,SCAC,0,1,44
ABW,1,2,,USA_41,2,99,1,SCAC,0,1,379
ABW,1,2,,USA_43,2,99,1,SCAC,0,1,711
ABW,1,2,,USA_47,2,99,1,SCAC,0,1,372
ABW,1,2,,USA_49,2,99,1,SCAC,0,1,57
ABW,1,2,,USA_51,2,99,1,SCAC,0,1,381
ABW,1,2,,USA_53,2,99,1,SCAC,0,1,257
ABW,1,3,1,,3,0,1,SCAC,0,1,112
ABW,1,3,2,,3,0,1,SCAC,0,1,170
ABW,1,3,3,,3,0,1,SCAC,0,1,3
ABW,1,3,5,,2,1,1,SCAC,0,1,21
ABW,1,3,6,,2,1,1,SCAC,0,1,3
ABW,1,3,7,,2,1,1,SCAC,0,1,3
ABW,1,3,,USA_11,3,0,1,SCAC,0,1,1024
ABW,1,3,,USA_13,3,0,1,SCAC,0,1,305
ABW,1,3,,USA_15,3,0,1,SCAC,0,1,384
ABW,1,3,,USA_17,3,0,1,SCAC,0,1,210
ABW,1,3,,USA_19,3,0,1,SCAC,0,1,48
ABW,1,3,,USA_21,3,0,1,SCAC,0,1,25
ABW,1,3,,USA_23,3,0,1,SCAC,0,1,76
ABW,1,3,,USA_25,3,0,1,SCAC,0,1,306
ABW,1,3,,USA_27,3,0,1,SCAC,0,1,71
ABW,1,3,,USA_29,3,0,1,SCAC,0,1,364
ABW,1,3,,USA_31,2,1,1,SCAC,0,1,5
ABW,1,3,,USA_33,2,1,1,SCAC,0,1,254
ABW,1,3,,USA_39,2,1,1,SCAC,0,1,21
ABW,1,3,,USA_41,2,1,1,SCAC,0,1,402
ABW,1,3,,USA_43,2,1,1,SCAC,0,1,286
ABW,1,3,,USA_47,2,1,1,SCAC,0,1,21
ABW,1,3,,USA_49,2,1,1,SCAC,0,1,57
ABW,1,3,,USA_51,2,1,1,SCAC,0,1,206
ABW,1,3,,USA_53,2,1,1,SCAC,0,1,372
ABW,2,1,6,,2,99,1,SCAC,0,1,65
ABW,2,1,9,,1,99,1,SCAC,0,1,1
ABW,2,1,,USA_31,2,99,1,SCAC,0,1,108
ABW,2,1,,USA_35,2,99,1,SCAC,0,1,39
ABW,2,1,,USA_37,2,99,1,SCAC,0,1,136
ABW,2,1,,USA_41,2,99,1,SCAC,0,1,101
ABW,2,1,,USA_43,2,99,1,SCAC,0,1,43
ABW,2,1,,USA_51,2,99,1,SCAC,0,1,22
ABW,2,1,,USA_53,2,99,1,SCAC,0,1,75
ABW,2,2,4,,2,99,1,SCAC,0,1,10
ABW,2,2,6,,2,99,1,SCAC,0,1,84
ABW,2,2,7,,2,99,1,SCAC,0,1,118
ABW,2,2,9,,1,99,1,SCAC,0,1,110
ABW,2,2,,USA_11,3,99,1,SCAC,0,1,121
ABW,2,2,,USA_13,3,99,1,SCAC,0,1,109
ABW,2,2,,USA_15,3,99,1,SCAC,0,1,10
ABW,2,2,,USA_23,3,99,1,SCAC,0,1,33
ABW,2,2,,USA_25,3,99,1,SCAC,0,1,80
ABW,2,2,,USA_27,3,99,1,SCAC,0,1,16
ABW,2,2,,USA_29,3,99,1,SCAC,0,1,310
ABW,2,2,,USA_31,2,99,1,SCAC,0,1,855
ABW,2,2,,USA_35,2,99,1,SCAC,0,1,191
ABW,2,2,,USA_37,2,99,1,SCAC,0,1,159
ABW,2,2,,USA_39,2,99,1,SCAC,0,1,550
ABW,2,2,,USA_41,2,99,1,SCAC,0,1,108
ABW,2,2,,USA_43,2,99,1,SCAC,0,1,640
ABW,2,2,,USA_49,2,99,1,SCAC,0,1,427
ABW,2,2,,USA_51,2,99,1,SCAC,0,1,43
ABW,2,2,,USA_53,2,99,1,SCAC,0,1,258
ABW,2,3,1,,3,0,1,SCAC,0,1,24
ABW,2,3,2,,3,0,1,SCAC,0,1,76
ABW,2,3,3,,3,0,1,SCAC,0,1,199
ABW,2,3,4,,2,1,1,SCAC,0,1,10
ABW,2,3,5,,2,1,1,SCAC,0,1,30
ABW,2,3,7,,2,1,1,SCAC,0,1,1
ABW,2,3,9,,1,1,1,SCAC,0,1,1
ABW,2,3,,USA_11,3,0,1,SCAC,0,1,832
ABW,2,3,,USA_13,3,0,1,SCAC,0,1,342
ABW,2,3,,USA_15,3,0,1,SCAC,0,1,334
ABW,2,3,,USA_19,3,0,1,SCAC,0,1,83
ABW,2,3,,USA_21,3,0,1,SCAC,0,1,344
ABW,2,3,,USA_23,3,0,1,SCAC,0,1,85
ABW,2,3,,USA_25,3,0,1,SCAC,0,1,859
ABW,2,3,,USA_27,3,0,1,SCAC,0,1,36
ABW,2,3,,USA_29,3,0,1,SCAC,0,1,1190
ABW,2,3,,USA_31,2,1,1,SCAC,0,1,82
ABW,2,3,,USA_33,2,1,1,SCAC,0,1,38
ABW,2,3,,USA_35,2,1,1,SCAC,0,1,153
ABW,2,3,,USA_39,2,1,1,SCAC,0,1,101
ABW,2,3,,USA_41,2,1,1,SCAC,0,1,309
ABW,2,3,,USA_43,2,1,1,SCAC,0,1,904
ABW,2,3,,USA_51,2,1,1,SCAC,0,1,141
ABW,2,3,,USA_53,2,1,1,SCAC,0,1,35
AFG,1,1,0,,99,99,1,ASIA,0,1,155
AFG,1,1,1,,3,99,1,ASIA,0,1,3638
AFG,1,1,2,,3,99,1,ASIA,0,1,502
AFG,1,1,3,,3,99,1,ASIA,0,1,4990
AFG,1,1,4,,2,99,1,ASIA,0,1,2282
AFG,1,1,5,,2,99,1,ASIA,0,1,14195
AFG,1,1,6,,2,99,1,ASIA,0,1,445
AFG,1,1,7,,2,99,1,ASIA,0,1,8036
AFG,1,1,8,,2,99,1,ASIA,0,1,12096
AFG,1,1,9,,1,99,1,ASIA,0,1,12149
AFG,1,1,99,,99,99,1,ASIA,0,1,4
AFG,1,1,,USA_11,3,99,1,ASIA,0,1,166
AFG,1,1,,USA_33,2,99,1,ASIA,0,1,389
AFG,1,1,,USA_35,2,99,1,ASIA,0,1,212
AFG,1,1,,USA_37,2,99,1,ASIA,0,1,48
AFG,1,1,,USA_41,2,99,1,ASIA,0,1,787
AFG,1,1,,USA_43,2,99,1,ASIA,0,1,243
AFG,1,1,,USA_47,2,99,1,ASIA,0,1,249
AFG,1,1,,USA_49,2,99,1,ASIA,0,1,440
AFG,1,1,,USA_51,2,99,1,ASIA,0,1,290
AFG,1,1,,USA_53,2,99,1,ASIA,0,1,1028
AFG,1,2,0,,99,99,1,ASIA,0,1,112
AFG,1,2,1,,3,99,1,ASIA,0,1,3625
AFG,1,2,2,,3,99,1,ASIA,0,1,1590
AFG,1,2,3,,3,99,1,ASIA,0,1,5751
AFG,1,2,4,,2,99,1,ASIA,0,1,1601
AFG,1,2,5,,2,99,1,ASIA,0,1,8306
AFG,1,2,6,,2,99,1,ASIA,0,1,521
AFG,1,2,7,,2,99,1,ASIA,0,1,6488
AFG,1,2,8,,2,99,1,ASIA,0,1,8664
AFG,1,2,9,,1,99,1,ASIA,0,1,4224
AFG,1,2,99,,99,99,1,ASIA,0,1,6
AFG,1,2,,USA_11,3,99,1,ASIA,0,1,907
AFG,1,2,,USA_13,3,99,1,ASIA,0,1,257
AFG,1,2,,USA_15,3,99,1,ASIA,0,1,72
AFG,1,2,,USA_17,3,99,1,ASIA,0,1,81
AFG,1,2,,USA_21,3,99,1,ASIA,0,1,191
AFG,1,2,,USA_25,3,99,1,ASIA,0,1,77
AFG,1,2,,USA_27,3,99,1,ASIA,0,1,396
AFG,1,2,,USA_29,3,99,1,ASIA,0,1,293
AFG,1,2,,USA_31,2,99,1,ASIA,0,1,330
AFG,1,2,,USA_33,2,99,1,ASIA,0,1,855
AFG,1,2,,USA_35,2,99,1,ASIA,0,1,1882
AFG,1,2,,USA_37,2,99,1,ASIA,0,1,150
AFG,1,2,,USA_41,2,99,1,ASIA,0,1,2647
AFG,1,2,,USA_43,2,99,1,ASIA,0,1,963
AFG,1,2,,USA_47,2,99,1,ASIA,0,1,1171
AFG,1,2,,USA_49,2,99,1,ASIA,0,1,742
AFG,1,2,,USA_51,2,99,1,ASIA,0,1,661
AFG,1,2,,USA_53,2,99,1,ASIA,0,1,3342
AFG,1,3,0,,99,99,1,ASIA,0,1,68
AFG,1,3,1,,3,0,1,ASIA,0,1,1990
AFG,1,3,2,,3,0,1,ASIA,0,1,10461
AFG,1,3,3,,3,0,1,ASIA,0,1,3527
AFG,1,3,4,,2,1,1,ASIA,0,1,2116
AFG,1,3,5,,2,1,1,ASIA,0,1,4079
AFG,1,3,6,,2,1,1,ASIA,0,1,1483
AFG,1,3,7,,2,1,1,ASIA,0,1,2816
AFG,1,3,8,,2,1,1,ASIA,0,1,5409
AFG,1,3,9,,1,1,1,ASIA,0,1,2812
AFG,1,3,99,,99,99,1,ASIA,0,1,18
AFG,1,3,,USA_11,3,0,1,ASIA,0,1,1683
AFG,1,3,,USA_13,3,0,1,ASIA,0,1,367
AFG,1,3,,USA_15,3,0,1,ASIA,0,1,656
AFG,1,3,,USA_17,3,0,1,ASIA,0,1,1710
AFG,1,3,,USA_19,3,0,1,ASIA,0,1,70
AFG,1,3,,USA_21,3,0,1,ASIA,0,1,45
AFG,1,3,,USA_23,3,0,1,ASIA,0,1,126
AFG,1,3,,USA_25,3,0,1,ASIA,0,1,453
AFG,1,3,,USA_27,3,0,1,ASIA,0,1,176
AFG,1,3,,USA_29,3,0,1,ASIA,0,1,801
AFG,1,3,,USA_31,2,1,1,ASIA,0,1,138
AFG,1,3,,USA_33,2,1,1,ASIA,0,1,99
AFG,1,3,,USA_35,2,1,1,ASIA,0,1,271
AFG,1,3,,USA_39,2,1,1,ASIA,0,1,132
AFG,1,3,,USA_41,2,1,1,ASIA,0,1,1783
AFG,1,3,,USA_43,2,1,1,ASIA,0,1,583
AFG,1,3,,USA_47,2,1,1,ASIA,0,1,202
AFG,1,3,,USA_49,2,1,1,ASIA,0,1,536
AFG,1,3,,USA_51,2,1,1,ASIA,0,1,253
AFG,1,3,,USA_53,2,1,1,ASIA,0,1,1064
AFG,1,99,0,,99,99,1,ASIA,0,1,22
AFG,1,99,1,,3,99,1,ASIA,0,1,118
AFG,1,99,2,,3,99,1,ASIA,0,1,59
AFG,1,99,3,,3,99,1,ASIA,0,1,473
AFG,1,99,4,,2,99,1,ASIA,0,1,235
AFG,1,99,5,,2,99,1,ASIA,0,1,626
AFG,1,99,6,,2,99,1,ASIA,0,1,42
AFG,1,99,7,,2,99,1,ASIA,0,1,426
AFG,1,99,8,,2,99,1,ASIA,0,1,346
AFG,1,99,9,,1,99,1,ASIA,0,1,1033
AFG,1,99,99,,99,99,1,ASIA,0,1,5
AFG,1,99,,JPN_A,3,99,1,ASIA,0,1,98
AFG,1,99,,JPN_C,3,99,1,ASIA,0,1,217
AFG,1,99,,JPN_D,2,99,1,ASIA,0,1,84
AFG,1,99,,JPN_H,2,99,1,ASIA,0,1,4
AFG,1,99,,JPN_L,99,99,1,ASIA,0,1,3
AFG,2,1,0,,99,99,1,ASIA,0,1,8
AFG,2,1,1,,3,99,1,ASIA,0,1,119
AFG,2,1,2,,3,99,1,ASIA,0,1,520
AFG,2,1,3,,3,99,1,ASIA,0,1,1449
AFG,2,1,4,,2,99,1,ASIA,0,1,898
AFG,2,1,5,,2,99,1,ASIA,0,1,4863
AFG,2,1,6,,2,99,1,ASIA,0,1,46
AFG,2,1,7,,2,99,1,ASIA,0,1,1100
AFG,2,1,8,,2,99,1,ASIA,0,1,690
AFG,2,1,9,,1,99,1,ASIA,0,1,2937
AFG,2,1,,USA_27,3,99,1,ASIA,0,1,132
AFG,2,1,,USA_29,3,99,1,ASIA,0,1,57
AFG,2,1,,USA_31,2,99,1,ASIA,0,1,76
AFG,2,1,,USA_35,2,99,1,ASIA,0,1,85
AFG,2,1,,USA_37,2,99,1,ASIA,0,1,323
AFG,2,1,,USA_39,2,99,1,ASIA,0,1,272
AFG,2,1,,USA_41,2,99,1,ASIA,0,1,263
AFG,2,1,,USA_43,2,99,1,ASIA,0,1,265
AFG,2,1,,USA_51,2,99,1,ASIA,0,1,332
AFG,2,2,0,,99,99,1,ASIA,0,1,173
AFG,2,2,1,,3,99,1,ASIA,0,1,1103
AFG,2,2,2,,3,99,1,ASIA,0,1,1321
AFG,2,2,3,,3,99,1,ASIA,0,1,3439
AFG,2,2,4,,2,99,1,ASIA,0,1,1638
AFG,2,2,5,,2,99,1,ASIA,0,1,6167
AFG,2,2,6,,2,99,1,ASIA,0,1,402
AFG,2,2,7,,2,99,1,ASIA,0,1,431
AFG,2,2,8,,2,99,1,ASIA,0,1,306
AFG,2,2,9,,1,99,1,ASIA,0,1,2292
AFG,2,2,99,,99,99,1,ASIA,0,1,4
AFG,2,2,,USA_11,3,99,1,ASIA,0,1,786
AFG,2,2,,USA_13,3,99,1,ASIA,0,1,65
AFG,2,2,,USA_15,3,99,1,ASIA,0,1,328
AFG,2,2,,USA_21,3,99,1,ASIA,0,1,129
AFG,2,2,,USA_25,3,99,1,ASIA,0,1,415
AFG,2,2,,USA_27,3,99,1,ASIA,0,1,50
AFG,2,2,,USA_29,3,99,1,ASIA,0,1,181
AFG,2,2,,USA_31,2,99,1,ASIA,0,1,457
AFG,2,2,,USA_35,2,99,1,ASIA,0,1,932
AFG,2,2,,USA_39,2,99,1,ASIA,0,1,1132
AFG,2,2,,USA_41,2,99,1,ASIA,0,1,1995
AFG,2,2,,USA_43,2,99,1,ASIA,0,1,725
AFG,2,2,,USA_51,2,99,1,ASIA,0,1,62
AFG,2,3,0,,99,99,1,ASIA,0,1,20
AFG,2,3,1,,3,0,1,ASIA,0,1,718
AFG,2,3,2,,3,0,1,ASIA,0,1,4313
AFG,2,3,3,,3,0,1,ASIA,0,1,2900
AFG,2,3,4,,2,1,1,ASIA,0,1,1681
AFG,2,3,5,,2,1,1,ASIA,0,1,3317
AFG,2,3,6,,2,1,1,ASIA,0,1,144
AFG,2,3,7,,2,1,1,ASIA,0,1,940
AFG,2,3,8,,2,1,1,ASIA,0,1,202
AFG,2,3,9,,1,1,1,ASIA,0,1,494
AFG,2,3,99,,99,99,1,ASIA,0,1,3
AFG,2,3,,USA_11,3,0,1,ASIA,0,1,604
AFG,2,3,,USA_13,3,0,1,ASIA,0,1,672
AFG,2,3,,USA_15,3,0,1,ASIA,0,1,201
AFG,2,3,,USA_19,3,0,1,ASIA,0,1,126
AFG,2,3,,USA_21,3,0,1,ASIA,0,1,165
AFG,2,3,,USA_23,3,0,1,ASIA,0,1,319
AFG,2,3,,USA_25,3,0,1,ASIA,0,1,757
AFG,2,3,,USA_27,3,0,1,ASIA,0,1,418
AFG,2,3,,USA_29,3,0,1,ASIA,0,1,514
AFG,2,3,,USA_31,2,1,1,ASIA,0,1,724
AFG,2,3,,USA_35,2,1,1,ASIA,0,1,198
AFG,2,3,,USA_39,2,1,1,ASIA,0,1,476
AFG,2,3,,USA_41,2,1,1,ASIA,0,1,424
AFG,2,3,,USA_43,2,1,1,ASIA,0,1,1047
AFG,2,3,,USA_51,2,1,1,ASIA,0,1,83
AFG,2,99,0,,99,99,1,ASIA,0,1,6
AFG,2,99,1,,3,99,1,ASIA,0,1,4
AFG,2,99,2,,3,99,1,ASIA,0,1,27
AFG,2,99,3,,3,99,1,ASIA,0,1,106
AFG,2,99,4,,2,99,1,ASIA,0,1,100
AFG,2,99,5,,2,99,1,ASIA,0,1,263
AFG,2,99,6,,2,99,1,ASIA,0,1,20
AFG,2,99,7,,2,99,1,ASIA,0,1,4
AFG,2,99,8,,2,99,1,ASIA,0,1,12
AFG,2,99,9,,1,99,1,ASIA,0,1,155
AFG,2,99,99,,99,99,1,ASIA,0,1,1
AFG,2,99,,JPN_D,2,99,1,ASIA,0,1,19
AFG,2,99,,JPN_E,2,99,1,ASIA,0,1,13
AFG,2,99,,JPN_H,2,99,1,ASIA,0,1,14
AFG,99,1,5,,2,99,1,ASIA,0,1,2126
AFG,99,1,6,,2,99,1,ASIA,0,1,59
AFG,99,1,7,,2,99,1,ASIA,0,1,1503
AFG,99,1,8,,2,99,1,ASIA,0,1,749
AFG,99,1,9,,1,99,1,ASIA,0,1,871
AFG,99,2,1,,3,99,1,ASIA,0,1,341
AFG,99,2,2,,3,99,1,ASIA,0,1,42
AFG,99,2,3,,3,99,1,ASIA,0,1,175
AFG,99,2,4,,2,99,1,ASIA,0,1,25
AFG,99,2,5,,2,99,1,ASIA,0,1,2467
AFG,99,2,6,,2,99,1,ASIA,0,1,74
AFG,99,2,7,,2,99,1,ASIA,0,1,795
AFG,99,2,8,,2,99,1,ASIA,0,1,121
AFG,99,2,9,,1,99,1,ASIA,0,1,750
AFG,99,3,2,,3,0,1,ASIA,0,1,1824
AFG,99,3,3,,3,0,1,ASIA,0,1,904
AFG,99,3,5,,2,1,1,ASIA,0,1,587
AFG,99,3,9,,1,1,1,ASIA,0,1,1109
AFRI,1,1,1,,3,99,1,AFRI,0,1,303
AFRI,1,1,2,,3,99,1,AFRI,0,1,420
AFRI,1,1,3,,3,99,1,AFRI,0,1,2498
AFRI,1,1,4,,2,99,1,AFRI,0,1,3377
AFRI,1,1,5,,2,99,1,AFRI,0,1,6198
AFRI,1,1,6,,2,99,1,AFRI,0,1,118
AFRI,1,1,7,,2,99,1,AFRI,0,1,4099
AFRI,1,1,8,,2,99,1,AFRI,0,1,4183
AFRI,1,1,9,,1,99,1,AFRI,0,1,10149
AFRI,1,2,0,,99,99,1,AFRI,0,1,166
AFRI,1,2,1,,3,99,1,AFRI,0,1,799
AFRI,1,2,2,,3,99,1,AFRI,0,1,3080
AFRI,1,2,3,,3,99,1,AFRI,0,1,5176
AFRI,1,2,4,,2,99,1,AFRI,0,1,2775
AFRI,1,2,5,,2,99,1,AFRI,0,1,8465
AFRI,1,2,6,,2,99,1,AFRI,0,1,241
AFRI,1,2,7,,2,99,1,AFRI,0,1,6412
AFRI,1,2,8,,2,99,1,AFRI,0,1,4410
AFRI,1,2,9,,1,99,1,AFRI,0,1,9922
AFRI,1,3,1,,3,0,1,AFRI,0,1,2533
AFRI,1,3,2,,3,0,1,AFRI,0,1,15087
AFRI,1,3,3,,3,0,1,AFRI,0,1,4743
AFRI,1,3,4,,2,1,1,AFRI,0,1,1391
AFRI,1,3,5,,2,1,1,AFRI,0,1,3365
AFRI,1,3,6,,2,1,1,AFRI,0,1,292
AFRI,1,3,7,,2,1,1,AFRI,0,1,1744
AFRI,1,3,8,,2,1,1,AFRI,0,1,1598
AFRI,1,3,9,,1,1,1,AFRI,0,1,2407
AFRI,1,3,99,,99,99,1,AFRI,0,1,2
AFRI,1,99,2,,3,99,1,AFRI,0,1,318
AFRI,1,99,4,,2,99,1,AFRI,0,1,105
AFRI,1,99,5,,2,99,1,AFRI,0,1,145
AFRI,1,99,7,,2,99,1,AFRI,0,1,350
AFRI,1,99,8,,2,99,1,AFRI,0,1,116
AFRI,1,99,9,,1,99,1,AFRI,0,1,358
AFRI,2,1,1,,3,99,1,AFRI,0,1,129
AFRI,2,1,3,,3,99,1,AFRI,0,1,1699
AFRI,2,1,4,,2,99,1,AFRI,0,1,354
AFRI,2,1,5,,2,99,1,AFRI,0,1,4838
AFRI,2,1,7,,2,99,1,AFRI,0,1,982
AFRI,2,1,8,,2,99,1,AFRI,0,1,952
AFRI,2,1,9,,1,99,1,AFRI,0,1,9243
AFRI,2,2,1,,3,99,1,AFRI,0,1,585
AFRI,2,2,2,,3,99,1,AFRI,0,1,469
AFRI,2,2,3,,3,99,1,AFRI,0,1,6799
AFRI,2,2,4,,2,99,1,AFRI,0,1,2071
AFRI,2,2,5,,2,99,1,AFRI,0,1,5045
AFRI,2,2,6,,2,99,1,AFRI,0,1,7
AFRI,2,2,7,,2,99,1,AFRI,0,1,537
AFRI,2,2,8,,2,99,1,AFRI,0,1,346
AFRI,2,2,9,,1,99,1,AFRI,0,1,6551
AFRI,2,3,1,,3,0,1,AFRI,0,1,179
AFRI,2,3,2,,3,0,1,AFRI,0,1,4642
AFRI,2,3,3,,3,0,1,AFRI,0,1,2530
AFRI,2,3,4,,2,1,1,AFRI,0,1,1357
AFRI,2,3,5,,2,1,1,AFRI,0,1,1015
AFRI,2,3,7,,2,1,1,AFRI,0,1,274
AFRI,2,3,8,,2,1,1,AFRI,0,1,4
AFRI,2,3,9,,1,1,1,AFRI,0,1,1002
AFRI,2,99,2,,3,99,1,AFRI,0,1,3
AFRI,2,99,4,,2,99,1,AFRI,0,1,157
AFRI,2,99,9,,1,99,1,AFRI,0,1,6
AGO,1,1,0,,99,99,1,AFRI,0,1,7
AGO,1,1,1,,3,99,1,AFRI,0,1,1775
AGO,1,1,2,,3,99,1,AFRI,0,1,132
AGO,1,1,3,,3,99,1,AFRI,0,1,1471
AGO,1,1,4,,2,99,1,AFRI,0,1,339
AGO,1,1,5,,2,99,1,AFRI,0,1,2962
AGO,1,1,6,,2,99,1,AFRI,0,1,841
AGO,1,1,7,,2,99,1,AFRI,0,1,7100
AGO,1,1,8,,2,99,1,AFRI,0,1,2701
AGO,1,1,9,,1,99,1,AFRI,0,1,2626
AGO,1,1,99,,99,99,1,AFRI,0,1,2
AGO,1,1,,USA_27,3,99,1,AFRI,0,1,13
AGO,1,1,,USA_35,2,99,1,AFRI,0,1,85
AGO,1,1,,USA_41,2,99,1,AFRI,0,1,189
AGO,1,1,,USA_43,2,99,1,AFRI,0,1,122
AGO,1,1,,USA_45,2,99,1,AFRI,0,1,3
AGO,1,1,,USA_47,2,99,1,AFRI,0,1,188
AGO,1,1,,USA_49,2,99,1,AFRI,0,1,139
AGO,1,1,,USA_51,2,99,1,AFRI,0,1,151
AGO,1,1,,USA_53,2,99,1,AFRI,0,1,108
AGO,1,2,0,,99,99,1,AFRI,0,1,39
AGO,1,2,1,,3,99,1,AFRI,0,1,2144
AGO,1,2,2,,3,99,1,AFRI,0,1,1025
AGO,1,2,3,,3,99,1,AFRI,0,1,6017
AGO,1,2,4,,2,99,1,AFRI,0,1,1726
AGO,1,2,5,,2,99,1,AFRI,0,1,2596
AGO,1,2,6,,2,99,1,AFRI,0,1,74
AGO,1,2,7,,2,99,1,AFRI,0,1,2941
AGO,1,2,8,,2,99,1,AFRI,0,1,3026
AGO,1,2,9,,1,99,1,AFRI,0,1,1731
AGO,1,2,99,,99,99,1,AFRI,0,1,3
AGO,1,2,,USA_11,3,99,1,AFRI,0,1,342
AGO,1,2,,USA_13,3,99,1,AFRI,0,1,62
AGO,1,2,,USA_17,3,99,1,AFRI,0,1,156
AGO,1,2,,USA_25,3,99,1,AFRI,0,1,62
AGO,1,2,,USA_27,3,99,1,AFRI,0,1,28
AGO,1,2,,USA_29,3,99,1,AFRI,0,1,37
AGO,1,2,,USA_33,2,99,1,AFRI,0,1,228
AGO,1,2,,USA_35,2,99,1,AFRI,0,1,110
AGO,1,2,,USA_37,2,99,1,AFRI,0,1,164
AGO,1,2,,USA_41,2,99,1,AFRI,0,1,298
AGO,1,2,,USA_43,2,99,1,AFRI,0,1,310
AGO,1,2,,USA_45,2,99,1,AFRI,0,1,44
AGO,1,2,,USA_47,2,99,1,AFRI,0,1,402
AGO,1,2,,USA_49,2,99,1,AFRI,0,1,46
AGO,1,2,,USA_51,2,99,1,AFRI,0,1,529
AGO,1,2,,USA_53,2,99,1,AFRI,0,1,665
AGO,1,3,0,,99,99,1,AFRI,0,1,4
AGO,1,3,1,,3,0,1,AFRI,0,1,2422
AGO,1,3,2,,3,0,1,AFRI,0,1,7727
AGO,1,3,3,,3,0,1,AFRI,0,1,1012
AGO,1,3,4,,2,1,1,AFRI,0,1,865
AGO,1,3,5,,2,1,1,AFRI,0,1,316
AGO,1,3,6,,2,1,1,AFRI,0,1,87
AGO,1,3,7,,2,1,1,AFRI,0,1,880
AGO,1,3,8,,2,1,1,AFRI,0,1,357
AGO,1,3,9,,1,1,1,AFRI,0,1,341
AGO,1,3,,USA_11,3,0,1,AFRI,0,1,500
AGO,1,3,,USA_13,3,0,1,AFRI,0,1,168
AGO,1,3,,USA_15,3,0,1,AFRI,0,1,167
AGO,1,3,,USA_17,3,0,1,AFRI,0,1,466
AGO,1,3,,USA_19,3,0,1,AFRI,0,1,116
AGO,1,3,,USA_25,3,0,1,AFRI,0,1,232
AGO,1,3,,USA_27,3,0,1,AFRI,0,1,230
AGO,1,3,,USA_29,3,0,1,AFRI,0,1,29
AGO,1,3,,USA_37,2,1,1,AFRI,0,1,129
AGO,1,3,,USA_39,2,1,1,AFRI,0,1,21
AGO,1,3,,USA_41,2,1,1,AFRI,0,1,370
AGO,1,3,,USA_43,2,1,1,AFRI,0,1,320
AGO,1,3,,USA_47,2,1,1,AFRI,0,1,53
AGO,1,3,,USA_49,2,1,1,AFRI,0,1,29
AGO,1,3,,USA_51,2,1,1,AFRI,0,1,69
AGO,1,3,,USA_53,2,1,1,AFRI,0,1,184
AGO,1,99,1,,3,99,1,AFRI,0,1,3
AGO,1,99,2,,3,99,1,AFRI,0,1,1
AGO,1,99,3,,3,99,1,AFRI,0,1,13
AGO,1,99,5,,2,99,1,AFRI,0,1,70
AGO,1,99,7,,2,99,1,AFRI,0,1,169
AGO,1,99,8,,2,99,1,AFRI,0,1,42
AGO,1,99,9,,1,99,1,AFRI,0,1,53
AGO,1,99,99,,99,99,1,AFRI,0,1,1
AGO,2,1,1,,3,99,1,AFRI,0,1,868
AGO,2,1,2,,3,99,1,AFRI,0,1,239
AGO,2,1,3,,3,99,1,AFRI,0,1,697
AGO,2,1,4,,2,99,1,AFRI,0,1,1477
AGO,2,1,5,,2,99,1,AFRI,0,1,6545
AGO,2,1,6,,2,99,1,AFRI,0,1,523
AGO,2,1,7,,2,99,1,AFRI,0,1,754
AGO,2,1,8,,2,99,1,AFRI,0,1,703
AGO,2,1,9,,1,99,1,AFRI,0,1,7794
AGO,2,1,,USA_11,3,99,1,AFRI,0,1,24
AGO,2,1,,USA_31,2,99,1,AFRI,0,1,81
AGO,2,1,,USA_33,2,99,1,AFRI,0,1,11
AGO,2,1,,USA_35,2,99,1,AFRI,0,1,15
AGO,2,1,,USA_37,2,99,1,AFRI,0,1,217
AGO,2,1,,USA_39,2,99,1,AFRI,0,1,23
AGO,2,1,,USA_41,2,99,1,AFRI,0,1,67
AGO,2,1,,USA_43,2,99,1,AFRI,0,1,215
AGO,2,1,,USA_51,2,99,1,AFRI,0,1,247
AGO,2,1,,USA_53,2,99,1,AFRI,0,1,112
